AAPL,Date_AAPL,MSFT,Date_MSFT,GOOGL,Date_GOOGL,TSLA,Date_TSLA
26.32541847229004,2016-09-19,51.73597717285156,2016-09-19,39.769500732421875,2016-09-19,13.755999565124512,2016-09-19
26.323097229003906,2016-09-20,51.62693786621094,2016-09-20,39.98899841308594,2016-09-20,13.642666816711426,2016-09-20
26.318466186523438,2016-09-21,52.49025344848633,2016-09-21,40.25149917602539,2016-09-21,13.6813325881958,2016-09-21
26.566465377807617,2016-09-22,52.54478454589844,2016-09-22,40.79750061035156,2016-09-22,13.76200008392334,2016-09-22
26.123767852783203,2016-09-23,52.19038009643555,2016-09-23,40.74800109863281,2016-09-23,13.829999923706055,2016-09-23
26.163171768188477,2016-09-26,51.70872497558594,2016-09-26,40.13249969482422,2016-09-26,13.932666778564453,2016-09-26
26.211841583251953,2016-09-27,52.66292953491211,2016-09-27,40.5364990234375,2016-09-27,13.720666885375977,2016-09-27
26.411176681518555,2016-09-28,52.73562240600586,2016-09-28,40.50299835205078,2016-09-28,13.751333236694336,2016-09-28
26.000932693481445,2016-09-29,52.16311264038086,2016-09-29,40.13199996948242,2016-09-29,13.380000114440918,2016-09-29
26.20258140563965,2016-09-30,52.3448486328125,2016-09-30,40.202999114990234,2016-09-30,13.60200023651123,2016-09-30
26.079730987548828,2016-10-03,52.1812744140625,2016-10-03,40.01900100708008,2016-10-03,14.24666690826416,2016-10-03
26.19098663330078,2016-10-04,52.01769256591797,2016-10-04,40.13949966430664,2016-10-04,14.093999862670898,2016-10-04
26.20258140563965,2016-10-05,52.3812141418457,2016-10-05,40.061500549316406,2016-10-05,13.897333145141602,2016-10-05
26.397266387939453,2016-10-06,52.47208786010742,2016-10-06,40.15399932861328,2016-10-06,13.399999618530273,2016-10-06
26.436674118041992,2016-10-07,52.526611328125,2016-10-07,40.035499572753906,2016-10-07,13.107333183288574,2016-10-07
26.897912979125977,2016-10-10,52.74472427368164,2016-10-10,40.708499908447266,2016-10-10,13.396666526794434,2016-10-10
26.955856323242188,2016-10-11,51.972259521484375,2016-10-11,40.47850036621094,2016-10-11,13.34000015258789,2016-10-11
